Subject,Sex,Age,Group,Running,Sample,Cue,Target,Acc,RT,Resp,Condition,WordType
13,female,19,Recognition,Meaning,11,encomium,tribute,0,5270,common,NA,NA
13,female,19,Recognition,Meaning,12,sprauncy,smart,0,4092,sparse,NA,NA
13,female,19,Recognition,Meaning,13,roke,mist,0,2577,rock,NA,NA
13,female,19,Recognition,Meaning,14,stanchion,support,0,7973,station,NA,NA
13,female,19,Recognition,Meaning,15,trammel,impede,0,9153,tremble,NA,NA
13,female,19,Recognition,PracticeFirstWord,1,leggiadrous,elegant,0,2920,leg,NA,NA
13,female,19,Recognition,PracticeFirstWord,2,tantivy,quick,0,5792,tranquil,NA,NA
13,female,19,Recognition,PracticeFirstWord,3,desman,mole,0,4350,fast,NA,NA
13,female,19,Recognition,First Word,1,subduce,withdraw,0,6480,delete,NA,NA
13,female,19,Recognition,First Word,2,imprecation,curse,0,5443,imperfection,NA,NA
13,female,19,Recognition,First Word,3,gossamer,flimsy,0,4614,gross,NA,NA
13,female,19,Recognition,First Word,4,orotund,pompous,0,3768,turn,NA,NA
13,female,19,Recognition,First Word,5,inculcate,instil,0,7017,delete,NA,NA
13,female,19,Recognition,First Word,6,picaroon,cheat,0,5857,picture,NA,NA
13,female,19,Recognition,First Word,7,tyro,beginner,0,4308,tired,NA,NA
13,female,19,Recognition,First Word,8,maunder,ramble,0,4873,mature,NA,NA
13,female,19,Recognition,First Word,9,lassitude,tiredness,0,9903,la,NA,NA
13,female,19,Recognition,First Word,10,surquedry,arrogance,0,3134,dry,NA,NA
13,female,19,Recognition,First Word,11,slake,quench,0,4320,cheat,NA,NA
13,female,19,Recognition,First Word,12,immolate,sacrifice,0,7390,immoral,NA,NA
13,female,19,Recognition,First Word,13,spoffish,fussy,0,4107,fish,NA,NA
13,female,19,Recognition,First Word,14,effulgent,shining,0,3067,elegant,NA,NA
13,female,19,Recognition,First Word,15,compendious,concise,0,5381,content,NA,NA
13,female,19,Recognition,RecognitionPractice,1,carcanet,NA,1,3582,NA,meaning,Cue
13,female,19,Recognition,RecognitionPractice,2,landlord,NA,1,9645,NA,Study,Target
13,female,19,Recognition,RecognitionPractice,3,necklace,NA,1,4269,NA,meaning,Target
13,female,19,Recognition,RecognitionPractice,4,gadoid,NA,1,2312,NA,meaning,Cue
13,female,19,Recognition,RecognitionPractice,5,fruit,NA,1,1637,NA,Study,Target
13,female,19,Recognition,RecognitionPractice,6,leggiadrous,NA,0,3209,NA,firstword,Cue
13,female,19,Recognition,Recognition,1,disgrace,NA,0,1837,NA,Meaning,Target
13,female,19,Recognition,Recognition,2,beggar,NA,1,1610,NA,Study,Target
13,female,19,Recognition,Recognition,3,plunder,NA,1,1699,NA,Study,Target
13,female,19,Recognition,Recognition,4,rebellious,NA,0,1269,NA,Study,Target
13,female,19,Recognition,Recognition,5,opprobrium,NA,1,1144,NA,Meaning,Cue
13,female,19,Recognition,Recognition,6,impede,NA,1,1323,NA,Meaning,Target
13,female,19,Recognition,Recognition,7,spare,NA,1,1078,NA,Foil,Target
13,female,19,Recognition,Recognition,8,curse,NA,1,1047,NA,First Word,Target
13,female,19,Recognition,Recognition,9,immolate,NA,1,1081,NA,First Word,Cue
13,female,19,Recognition,Recognition,10,sacrifice,NA,1,1333,NA,First Word,Target
13,female,19,Recognition,Recognition,11,lassitude,NA,0,2169,NA,First Word,Cue
13,female,19,Recognition,Recognition,12,loud,NA,0,974,NA,Meaning,Target
13,female,19,Recognition,Recognition,13,hostile,NA,0,1427,NA,Study,Target
13,female,19,Recognition,Recognition,14,imprison,NA,0,747,NA,Meaning,Target
13,female,19,Recognition,Recognition,15,effulgent,NA,1,949,NA,First Word,Cue
13,female,19,Recognition,Recognition,16,intractable,NA,1,1767,NA,Study,Cue
13,female,19,Recognition,Recognition,17,roke,NA,1,1122,NA,Meaning,Cue
13,female,19,Recognition,Recognition,18,spoffish,NA,1,719,NA,First Word,Cue
13,female,19,Recognition,Recognition,19,stentorian,NA,0,1340,NA,Meaning,Cue
13,female,19,Recognition,Recognition,20,fellowship,NA,1,1924,NA,Meaning,Target
13,female,19,Recognition,Recognition,21,ramble,NA,0,852,NA,First Word,Target
13,female,19,Recognition,Recognition,22,tiredness,NA,0,2479,NA,First Word,Target
13,female,19,Recognition,Recognition,23,imprecation,NA,1,1640,NA,First Word,Cue
13,female,19,Recognition,Recognition,24,grant,NA,1,1035,NA,Study,Target
13,female,19,Recognition,Recognition,25,succursal,NA,0,2287,NA,Study,Cue
13,female,19,Recognition,Recognition,26,sententious,NA,1,1595,NA,Foil,Cue
13,female,19,Recognition,Recognition,27,crafty,NA,1,774,NA,Meaning,Target
13,female,19,Recognition,Recognition,28,abjure,NA,1,1109,NA,Foil,Cue
13,female,19,Recognition,Recognition,29,inchoate,NA,1,900,NA,Foil,Cue
13,female,19,Recognition,Recognition,30,dislocation,NA,0,1353,NA,Study,Target
13,female,19,Recognition,Recognition,31,maunder,NA,1,1572,NA,First Word,Cue
13,female,19,Recognition,Recognition,32,objurgate,NA,1,809,NA,Foil,Cue
13,female,19,Recognition,Recognition,33,support,NA,0,872,NA,Meaning,Target
13,female,19,Recognition,Recognition,34,gossamer,NA,1,1285,NA,First Word,Cue
13,female,19,Recognition,Recognition,35,picaroon,NA,0,778,NA,First Word,Cue
13,female,19,Recognition,Recognition,36,beginner,NA,1,1021,NA,First Word,Target
13,female,19,Recognition,Recognition,37,subduce,NA,1,812,NA,First Word,Cue
13,female,19,Recognition,Recognition,38,superate,NA,1,1348,NA,Foil,Cue
13,female,19,Recognition,Recognition,39,recreant,NA,1,2292,NA,Foil,Cue
13,female,19,Recognition,Recognition,40,billow,NA,1,656,NA,Foil,Target
13,female,19,Recognition,Recognition,41,subdolous,NA,0,1265,NA,Meaning,Cue
13,female,19,Recognition,Recognition,42,plangent,NA,0,729,NA,Study,Cue
13,female,19,Recognition,Recognition,43,instil,NA,1,1426,NA,First Word,Target
13,female,19,Recognition,Recognition,44,tyro,NA,1,609,NA,First Word,Cue
13,female,19,Recognition,Recognition,45,overthrow,NA,1,1395,NA,Meaning,Target
13,female,19,Recognition,Recognition,46,peculate,NA,0,951,NA,Foil,Cue
13,female,19,Recognition,Recognition,47,overcome,NA,0,1918,NA,Foil,Target
13,female,19,Recognition,Recognition,48,surquedry,NA,1,956,NA,First Word,Cue
13,female,19,Recognition,Recognition,49,recondite,NA,0,1390,NA,Study,Cue
13,female,19,Recognition,Recognition,50,tribute,NA,0,979,NA,Meaning,Target
13,female,19,Recognition,Recognition,51,rebuke,NA,0,1187,NA,Foil,Target
13,female,19,Recognition,Recognition,52,pertinacious,NA,0,1043,NA,Study,Cue
13,female,19,Recognition,Recognition,53,clear,NA,0,789,NA,Study,Target
13,female,19,Recognition,Recognition,54,subvention,NA,1,1448,NA,Study,Cue
13,female,19,Recognition,Recognition,55,noisy,NA,1,1372,NA,Study,Target
13,female,19,Recognition,Recognition,56,shining,NA,1,754,NA,First Word,Target
13,female,19,Recognition,Recognition,57,fussy,NA,1,846,NA,First Word,Target
13,female,19,Recognition,Recognition,58,hidden,NA,0,934,NA,Study,Target
13,female,19,Recognition,Recognition,59,encomium,NA,0,937,NA,Meaning,Cue
13,female,19,Recognition,Recognition,60,minatory,NA,1,1648,NA,Meaning,Cue
13,female,19,Recognition,Recognition,61,cheat,NA,1,674,NA,First Word,Target
13,female,19,Recognition,Recognition,62,consider,NA,1,1311,NA,Foil,Target
13,female,19,Recognition,Recognition,63,stolid,NA,1,777,NA,Foil,Cue
13,female,19,Recognition,Recognition,64,descry,NA,1,908,NA,Foil,Cue
13,female,19,Recognition,Recognition,65,sprauncy,NA,0,2279,NA,Meaning,Cue
13,female,19,Recognition,Recognition,66,discover,NA,1,932,NA,Foil,Target
13,female,19,Recognition,Recognition,67,repellent,NA,1,959,NA,Foil,Target
13,female,19,Recognition,Recognition,68,flourish,NA,1,884,NA,Foil,Target
13,female,19,Recognition,Recognition,69,trammel,NA,0,873,NA,Meaning,Cue
13,female,19,Recognition,Recognition,70,threatening,NA,0,696,NA,Meaning,Target
13,female,19,Recognition,Recognition,71,embezzle,NA,1,615,NA,Foil,Target
13,female,19,Recognition,Recognition,72,contumacious,NA,1,3171,NA,Study,Cue
13,female,19,Recognition,Recognition,73,orotund,NA,1,1621,NA,First Word,Cue
13,female,19,Recognition,Recognition,74,branch,NA,1,1646,NA,Study,Target
13,female,19,Recognition,Recognition,75,stanchion,NA,1,981,NA,Meaning,Cue
13,female,19,Recognition,Recognition,76,withdraw,NA,0,1208,NA,First Word,Target
13,female,19,Recognition,Recognition,77,perpend,NA,1,1772,NA,Foil,Cue
13,female,19,Recognition,Recognition,78,frond,NA,0,797,NA,Study,Cue
13,female,19,Recognition,Recognition,79,immure,NA,1,1415,NA,Meaning,Cue
13,female,19,Recognition,Recognition,80,subluxation,NA,0,1089,NA,Study,Cue
13,female,19,Recognition,Recognition,81,roil,NA,1,651,NA,Foil,Cue
13,female,19,Recognition,Recognition,82,leaf,NA,1,1245,NA,Study,Target
13,female,19,Recognition,Recognition,83,mendicant,NA,1,728,NA,Study,Cue
13,female,19,Recognition,Recognition,84,flimsy,NA,0,977,NA,First Word,Target
13,female,19,Recognition,Recognition,85,spoliate,NA,1,1436,NA,Study,Cue
13,female,19,Recognition,Recognition,86,threnody,NA,0,1094,NA,Meaning,Cue
13,female,19,Recognition,Recognition,87,pompous,NA,0,753,NA,First Word,Target
13,female,19,Recognition,Recognition,88,sodality,NA,1,1010,NA,Meaning,Cue
13,female,19,Recognition,Recognition,89,flatter,NA,1,729,NA,Foil,Target
13,female,19,Recognition,Recognition,90,edible,NA,1,1522,NA,Meaning,Target
13,female,19,Recognition,Recognition,91,undeveloped,NA,1,1319,NA,Foil,Target
13,female,19,Recognition,Recognition,92,interstice,NA,0,959,NA,Study,Cue
13,female,19,Recognition,Recognition,93,esculent,NA,1,1201,NA,Meaning,Cue
13,female,19,Recognition,Recognition,94,space,NA,0,1075,NA,Study,Target
13,female,19,Recognition,Recognition,95,lament,NA,0,1033,NA,Meaning,Target
13,female,19,Recognition,Recognition,96,burgeon,NA,1,749,NA,Foil,Cue
13,female,19,Recognition,Recognition,97,everse,NA,0,633,NA,Meaning,Cue
13,female,19,Recognition,Recognition,98,mist,NA,0,1220,NA,Meaning,Target
13,female,19,Recognition,Recognition,99,unyielding,NA,1,1768,NA,Study,Target
13,female,19,Recognition,Recognition,100,resistant,NA,0,1002,NA,Study,Target
13,female,19,Recognition,Recognition,101,reject,NA,1,840,NA,Foil,Target
13,female,19,Recognition,Recognition,102,blandish,NA,1,548,NA,Foil,Cue
13,female,19,Recognition,Recognition,103,limpid,NA,0,652,NA,Study,Cue
13,female,19,Recognition,Recognition,104,quench,NA,1,899,NA,First Word,Target
13,female,19,Recognition,Recognition,105,inculcate,NA,1,962,NA,First Word,Cue
13,female,19,Recognition,Recognition,106,concise,NA,1,851,NA,First Word,Target
13,female,19,Recognition,Recognition,107,arrogance,NA,0,2966,NA,First Word,Target
13,female,19,Recognition,Recognition,108,inimical,NA,1,1403,NA,Study,Cue
13,female,19,Recognition,Recognition,109,unemotional,NA,1,1203,NA,Foil,Target
13,female,19,Recognition,Recognition,110,smart,NA,0,712,NA,Meaning,Target
13,female,19,Recognition,Recognition,111,compendious,NA,1,1334,NA,First Word,Cue
13,female,19,Recognition,Recognition,112,tube,NA,1,1675,NA,Meaning,Target
13,female,19,Recognition,Recognition,113,rebarbative,NA,1,1178,NA,Foil,Cue
13,female,19,Recognition,Recognition,114,surrendering,NA,1,680,NA,Foil,Target
13,female,19,Recognition,Recognition,115,renitent,NA,1,1214,NA,Study,Cue
13,female,19,Recognition,Recognition,116,slake,NA,0,1387,NA,First Word,Cue
13,female,19,Recognition,Recognition,117,valinch,NA,0,600,NA,Meaning,Cue
13,female,19,Recognition,Recognition,118,moralising,NA,1,903,NA,Foil,Target
13,female,19,Recognition,Recognition,119,subsecive,NA,1,883,NA,Foil,Cue
13,female,19,Recognition,Recognition,120,unmanageable,NA,0,918,NA,Study,Target
14,female,19,Recall,PracticeStudy,1,infandous,horrible,NA,NA,NA,NA,NA
14,female,19,Recall,PracticeStudy,2,droze,drip,NA,NA,NA,NA,NA
14,female,19,Recall,PracticeStudy,3,gadoid,fish,NA,NA,NA,NA,NA
14,female,19,Recall,Study,1,descry,discover,NA,NA,NA,NA,NA
14,female,19,Recall,Study,2,blandish,flatter,NA,NA,NA,NA,NA
14,female,19,Recall,Study,3,recreant,surrendering,NA,NA,NA,NA,NA
14,female,19,Recall,Study,4,effulgent,shining,NA,NA,NA,NA,NA
14,female,19,Recall,Study,5,sententious,moralising,NA,NA,NA,NA,NA
14,female,19,Recall,Study,6,plangent,noisy,NA,NA,NA,NA,NA
14,female,19,Recall,Study,7,subvention,grant,NA,NA,NA,NA,NA
14,female,19,Recall,Study,8,esculent,edible,NA,NA,NA,NA,NA
14,female,19,Recall,Study,9,abjure,reject,NA,NA,NA,NA,NA
14,female,19,Recall,Study,10,stolid,unemotional,NA,NA,NA,NA,NA
14,female,19,Recall,Study,11,burgeon,flourish,NA,NA,NA,NA,NA
14,female,19,Recall,Study,12,objurgate,rebuke,NA,NA,NA,NA,NA
14,female,19,Recall,Study,13,renitent,resistant,NA,NA,NA,NA,NA
14,female,19,Recall,Study,14,sodality,fellowship,NA,NA,NA,NA,NA
14,female,19,Recall,Study,15,spoffish,fussy,NA,NA,NA,NA,NA
14,female,19,Recall,PracticeFirstWord,1,tantivy,quick,0,4200,tendency,NA,NA
14,female,19,Recall,PracticeFirstWord,2,desman,mole,0,8174,decendcy,NA,NA
14,female,19,Recall,PracticeFirstWord,3,achene,fruit,0,4758,ark,NA,NA
14,female,19,Recall,First Word,1,surquedry,arrogance,0,8662,snake,NA,NA
14,female,19,Recall,First Word,2,compendious,concise,0,5851,competitive,NA,NA
14,female,19,Recall,First Word,3,spoliate,plunder,0,9357,,NA,NA
14,female,19,Recall,First Word,4,orotund,pompous,0,3226,around,NA,NA
14,female,19,Recall,First Word,5,inimical,hostile,0,3125,criminal,NA,NA
14,female,19,Recall,First Word,6,lassitude,tiredness,0,3850,latitude,NA,NA
14,female,19,Recall,First Word,7,maunder,ramble,0,4207,murder,NA,NA
14,female,19,Recall,First Word,8,subsecive,spare,0,7987,subtract,NA,NA
14,female,19,Recall,First Word,9,valinch,tube,0,3958,vanish,NA,NA
14,female,19,Recall,First Word,10,perpend,consider,0,4781,pretend,NA,NA
14,female,19,Recall,First Word,11,threnody,lament,0,2865,theory,NA,NA
14,female,19,Recall,First Word,12,intractable,unmanageable,0,9302,ins,NA,NA
14,female,19,Recall,First Word,13,frond,leaf,0,4633,friend,NA,NA
14,female,19,Recall,First Word,14,interstice,space,0,8730,insect,NA,NA
14,female,19,Recall,First Word,15,roil,billow,0,8317,spring,NA,NA
14,female,19,Recall,PracticeMeaning,1,carcanet,necklace,0,2806,carrot,NA,NA
14,female,19,Recall,PracticeMeaning,2,leggiadrous,elegant,0,9859,sou,NA,NA
14,female,19,Recall,PracticeMeaning,3,zamindar,landlord,0,7330,loud,NA,NA
14,female,19,Recall,Meaning,1,sprauncy,smart,0,8458,source,NA,NA
14,female,19,Recall,Meaning,2,pertinacious,unyielding,0,8305,pretend,NA,NA
14,female,19,Recall,Meaning,3,limpid,clear,0,6097,failure,NA,NA
14,female,19,Recall,Meaning,4,minatory,threatening,0,5167,comply,NA,NA
14,female,19,Recall,Meaning,5,opprobrium,disgrace,0,9800,oppurtun,NA,NA
14,female,19,Recall,Meaning,6,imprecation,curse,0,4769,imperfection,NA,NA
14,female,19,Recall,Meaning,7,recondite,hidden,0,7149,consideration,NA,NA
14,female,19,Recall,Meaning,8,tyro,beginner,0,5638,three,NA,NA
14,female,19,Recall,Meaning,9,contumacious,rebellious,0,4871,continuous,NA,NA
14,female,19,Recall,Meaning,10,gossamer,flimsy,0,9921,grasshope,NA,NA
14,female,19,Recall,Meaning,11,immure,imprison,0,4397,impure,NA,NA
14,female,19,Recall,Meaning,12,superate,overcome,0,9807,separ,NA,NA
14,female,19,Recall,Meaning,13,peculate,embezzle,0,4695,precise,NA,NA
14,female,19,Recall,Meaning,14,inculcate,instil,0,6390,calculate,NA,NA
14,female,19,Recall,Meaning,15,stanchion,support,0,7836,movement,NA,NA
14,female,19,Recall,RecallPractice,1,infandous,horrible,0,13258,infamous,Study,Cue
14,female,19,Recall,RecallPractice,2,zamindar,landlord,0,10313,flatten,meaning,Cue
14,female,19,Recall,RecallPractice,3,desman,mole,0,12790,fish,firstword,Cue
14,female,19,Recall,Recall,1,rebarbative,repellent,0,30682,coil,Foil,Cue
14,female,19,Recall,Recall,2,lassitude,tiredness,0,26702,fragile,First Word,Cue
14,female,19,Recall,Recall,3,inimical,hostile,0,18395,inmate,First Word,Cue
14,female,19,Recall,Recall,4,plangent,noisy,0,24858,still,Study,Cue
14,female,19,Recall,Recall,5,encomium,tribute,0,11051,continue,Foil,Cue
14,female,19,Recall,Recall,6,mendicant,beggar,0,11076,medical,Foil,Cue
14,female,19,Recall,Recall,7,everse,overthrow,0,25970,yeild,Foil,Cue
14,female,19,Recall,Recall,8,stolid,unemotional,0,15699,soluble,Study,Cue
14,female,19,Recall,Recall,9,valinch,tube,0,21734,subsequently,First Word,Cue
14,female,19,Recall,Recall,10,subluxation,dislocation,0,10319,,Foil,Cue
14,female,19,Recall,Recall,11,compendious,concise,0,21590,winner,First Word,Cue
14,female,19,Recall,Recall,12,stanchion,support,0,18284,goldfish,Meaning,Cue
14,female,19,Recall,Recall,13,minatory,threatening,0,38940,subtract,Meaning,Cue
14,female,19,Recall,Recall,14,roil,billow,0,5622,soil,First Word,Cue
14,female,19,Recall,Recall,15,subdolous,crafty,0,14659,submit,Foil,Cue
14,female,19,Recall,Recall,16,trammel,impede,0,8903,underground,Foil,Cue
14,female,19,Recall,Recall,17,stentorian,loud,0,6886,thunder,Foil,Cue
14,female,19,Recall,Recall,18,abjure,reject,0,10908,subjuded,Study,Cue
14,female,19,Recall,Recall,19,slake,quench,0,21916,timely,Foil,Cue
14,female,19,Recall,Recall,20,maunder,ramble,0,13267,jewelery,First Word,Cue
14,female,19,Recall,Recall,21,surquedry,arrogance,0,12557,engulfed,First Word,Cue
14,female,19,Recall,Recall,22,intractable,unmanageable,0,10398,refrain,First Word,Cue
14,female,19,Recall,Recall,23,burgeon,flourish,0,5233,hit,Study,Cue
14,female,19,Recall,Recall,24,spoliate,plunder,0,16780,rotten,First Word,Cue
14,female,19,Recall,Recall,25,gossamer,flimsy,0,49719,peopel,Meaning,Cue
14,female,19,Recall,Recall,26,succursal,branch,0,18117,carocel,Foil,Cue
14,female,19,Recall,Recall,27,picaroon,cheat,0,13684,bird,Foil,Cue
14,female,19,Recall,Recall,28,orotund,pompous,0,11509,around,First Word,Cue
14,female,19,Recall,Recall,29,recondite,hidden,0,13133,reconcider,Meaning,Cue
14,female,19,Recall,Recall,30,spoffish,fussy,0,5103,goldfish,Study,Cue
14,female,19,Recall,Recall,31,sodality,fellowship,0,6477,peacefulnes,Study,Cue
14,female,19,Recall,Recall,32,descry,discover,0,16955,destroy,Study,Cue
14,female,19,Recall,Recall,33,recreant,surrendering,0,8572,create,Study,Cue
14,female,19,Recall,Recall,34,blandish,flatter,0,7146,bludgen,Study,Cue
14,female,19,Recall,Recall,35,imprecation,curse,0,11807,imperfection,Meaning,Cue
14,female,19,Recall,Recall,36,perpend,consider,0,3705,pretend,First Word,Cue
14,female,19,Recall,Recall,37,inchoate,undeveloped,0,8024,hearing,Foil,Cue
14,female,19,Recall,Recall,38,subduce,withdraw,0,7243,take,Foil,Cue
14,female,19,Recall,Recall,39,opprobrium,disgrace,0,7172,jewelery,Meaning,Cue
14,female,19,Recall,Recall,40,inculcate,instil,0,9563,calculate,Meaning,Cue
14,female,19,Recall,Recall,41,esculent,edible,0,12962,levitate,Study,Cue
14,female,19,Recall,Recall,42,pertinacious,unyielding,0,7930,pretentous,Meaning,Cue
14,female,19,Recall,Recall,43,renitent,resistant,0,12401,revanant,Study,Cue
14,female,19,Recall,Recall,44,subsecive,spare,0,10890,landlord,First Word,Cue
14,female,19,Recall,Recall,45,tyro,beginner,0,17023,free,Meaning,Cue
14,female,19,Recall,Recall,46,interstice,space,0,11278,intersect,First Word,Cue
14,female,19,Recall,Recall,47,roke,mist,0,6229,brook,Foil,Cue
14,female,19,Recall,Recall,48,peculate,embezzle,0,6615,kindness,Meaning,Cue
14,female,19,Recall,Recall,49,objurgate,rebuke,0,6110,obligate,Study,Cue
14,female,19,Recall,Recall,50,sprauncy,smart,0,20811,source,Meaning,Cue
14,female,19,Recall,Recall,51,superate,overcome,0,6109,,Meaning,Cue
14,female,19,Recall,Recall,52,limpid,clear,0,6208,fluid,Meaning,Cue
14,female,19,Recall,Recall,53,immure,imprison,0,22932,mortal,Meaning,Cue
14,female,19,Recall,Recall,54,subvention,grant,0,12110,initiation,Study,Cue
14,female,19,Recall,Recall,55,frond,leaf,0,15721,landlord,First Word,Cue
14,female,19,Recall,Recall,56,immolate,sacrifice,0,6995,landlord,Foil,Cue
14,female,19,Recall,Recall,57,contumacious,rebellious,0,6508,elegant,Meaning,Cue
14,female,19,Recall,Recall,58,effulgent,shining,0,3916,elegant,Study,Cue
14,female,19,Recall,Recall,59,sententious,moralising,0,7944,century,Study,Cue
14,female,19,Recall,Recall,60,threnody,lament,0,4485,theory,First Word,Cue
15,female,21,Recognition,PracticeStudy,1,achene,fruit,NA,NA,NA,NA,NA
15,female,21,Recognition,PracticeStudy,2,leggiadrous,elegant,NA,NA,NA,NA,NA
15,female,21,Recognition,PracticeStudy,3,droze,drip,NA,NA,NA,NA,NA
15,female,21,Recognition,Study,1,peculate,embezzle,NA,NA,NA,NA,NA
15,female,21,Recognition,Study,2,immure,imprison,NA,NA,NA,NA,NA
15,female,21,Recognition,Study,3,plangent,noisy,NA,NA,NA,NA,NA
15,female,21,Recognition,Study,4,immolate,sacrifice,NA,NA,NA,NA,NA
15,female,21,Recognition,Study,5,subluxation,dislocation,NA,NA,NA,NA,NA
15,female,21,Recognition,Study,6,blandish,flatter,NA,NA,NA,NA,NA
15,female,21,Recognition,Study,7,lassitude,tiredness,NA,NA,NA,NA,NA
15,female,21,Recognition,Study,8,trammel,impede,NA,NA,NA,NA,NA
15,female,21,Recognition,Study,9,roil,billow,NA,NA,NA,NA,NA
15,female,21,Recognition,Study,10,tyro,beginner,NA,NA,NA,NA,NA
15,female,21,Recognition,Study,11,stanchion,support,NA,NA,NA,NA,NA
15,female,21,Recognition,Study,12,recreant,surrendering,NA,NA,NA,NA,NA
15,female,21,Recognition,Study,13,everse,overthrow,NA,NA,NA,NA,NA
15,female,21,Recognition,Study,14,superate,overcome,NA,NA,NA,NA,NA
15,female,21,Recognition,Study,15,stentorian,loud,NA,NA,NA,NA,NA
15,female,21,Recognition,PracticeFirstWord,1,gadoid,fish,0,8407,good,NA,NA
15,female,21,Recognition,PracticeFirstWord,2,infandous,horrible,0,5771,infectious,NA,NA
15,female,21,Recognition,PracticeFirstWord,3,carcanet,necklace,0,6218,car,NA,NA
15,female,21,Recognition,First Word,1,subsecive,spare,0,5370,subjective,NA,NA
15,female,21,Recognition,First Word,2,valinch,tube,0,5490,vanish,NA,NA
15,female,21,Recognition,First Word,3,spoffish,fussy,0,5440,spoilt,NA,NA
15,female,21,Recognition,First Word,4,subvention,grant,0,9666,inve,NA,NA
15,female,21,Recognition,First Word,5,limpid,clear,0,6132,avoid,NA,NA
15,female,21,Recognition,First Word,6,inculcate,instil,0,7516,calculate,NA,NA
15,female,21,Recognition,First Word,7,picaroon,cheat,0,6079,picture,NA,NA
15,female,21,Recognition,First Word,8,surquedry,arrogance,0,7531,super,NA,NA
15,female,21,Recognition,First Word,9,abjure,reject,0,4200,away,NA,NA
15,female,21,Recognition,First Word,10,sodality,fellowship,0,6938,solidarity,NA,NA
15,female,21,Recognition,First Word,11,sententious,moralising,0,3942,sense,NA,NA
15,female,21,Recognition,First Word,12,intractable,unmanageable,0,6944,interact,NA,NA
15,female,21,Recognition,First Word,13,descry,discover,0,4402,cry,NA,NA
15,female,21,Recognition,First Word,14,recondite,hidden,0,7188,recognise,NA,NA
15,female,21,Recognition,First Word,15,minatory,threatening,0,4372,small,NA,NA
15,female,21,Recognition,PracticeMeaning,1,desman,mole,0,6593,horrible,NA,NA
15,female,21,Recognition,PracticeMeaning,2,tantivy,quick,0,9745,tablet,NA,NA
15,female,21,Recognition,PracticeMeaning,3,zamindar,landlord,0,5767,long,NA,NA
15,female,21,Recognition,Meaning,1,mendicant,beggar,0,3273,medicine,NA,NA
15,female,21,Recognition,Meaning,2,effulgent,shining,0,6264,narrow,NA,NA
15,female,21,Recognition,Meaning,3,threnody,lament,0,9002,theory,NA,NA
15,female,21,Recognition,Meaning,4,subduce,withdraw,0,8268,sub,NA,NA
15,female,21,Recognition,Meaning,5,imprecation,curse,0,8385,mistake,NA,NA
15,female,21,Recognition,Meaning,6,objurgate,rebuke,0,8533,against,NA,NA
15,female,21,Recognition,Meaning,7,spoliate,plunder,0,6417,spoil,NA,NA
15,female,21,Recognition,Meaning,8,subdolous,crafty,0,6172,wonder,NA,NA
15,female,21,Recognition,Meaning,9,interstice,space,0,5450,avoid,NA,NA
15,female,21,Recognition,Meaning,10,stolid,unemotional,0,6427,belong,NA,NA
15,female,21,Recognition,Meaning,11,perpend,consider,0,3364,worry,NA,NA
15,female,21,Recognition,Meaning,12,contumacious,rebellious,0,7428,communicate,NA,NA
15,female,21,Recognition,Meaning,13,inimical,hostile,0,5048,dangerous,NA,NA
15,female,21,Recognition,Meaning,14,burgeon,flourish,0,9725,unexplain,NA,NA
15,female,21,Recognition,Meaning,15,rebarbative,repellent,0,6340,discuss,NA,NA
15,female,21,Recognition,RecognitionPractice,1,leggiadrous,NA,0,4279,NA,Study,Cue
15,female,21,Recognition,RecognitionPractice,2,gadoid,NA,1,1917,NA,firstword,Cue
15,female,21,Recognition,RecognitionPractice,3,elegant,NA,1,2151,NA,Study,Target
15,female,21,Recognition,RecognitionPractice,4,tantivy,NA,0,3319,NA,meaning,Cue
15,female,21,Recognition,RecognitionPractice,5,fruit,NA,1,2201,NA,Study,Target
15,female,21,Recognition,RecognitionPractice,6,necklace,NA,0,1897,NA,firstword,Target
15,female,21,Recognition,Recognition,1,contumacious,NA,1,3071,NA,Meaning,Cue
15,female,21,Recognition,Recognition,2,spare,NA,0,3811,NA,First Word,Target
15,female,21,Recognition,Recognition,3,unemotional,NA,1,1729,NA,Meaning,Target
15,female,21,Recognition,Recognition,4,esculent,NA,0,1246,NA,Foil,Cue
15,female,21,Recognition,Recognition,5,grant,NA,0,1626,NA,First Word,Target
15,female,21,Recognition,Recognition,6,support,NA,0,1290,NA,Study,Target
15,female,21,Recognition,Recognition,7,opprobrium,NA,0,2061,NA,Foil,Cue
15,female,21,Recognition,Recognition,8,pompous,NA,1,1990,NA,Foil,Target
15,female,21,Recognition,Recognition,9,limpid,NA,1,1760,NA,First Word,Cue
15,female,21,Recognition,Recognition,10,concise,NA,0,1135,NA,Foil,Target
15,female,21,Recognition,Recognition,11,renitent,NA,0,1229,NA,Foil,Cue
15,female,21,Recognition,Recognition,12,repellent,NA,1,1545,NA,Meaning,Target
15,female,21,Recognition,Recognition,13,dislocation,NA,1,1642,NA,Study,Target
15,female,21,Recognition,Recognition,14,subduce,NA,1,1831,NA,Meaning,Cue
15,female,21,Recognition,Recognition,15,tyro,NA,1,787,NA,Study,Cue
15,female,21,Recognition,Recognition,16,succursal,NA,1,2560,NA,Foil,Cue
15,female,21,Recognition,Recognition,17,overthrow,NA,0,1624,NA,Study,Target
15,female,21,Recognition,Recognition,18,plangent,NA,0,2751,NA,Study,Cue
